Key Skills,Job Title,Job ID
Computer science| Performance tuning| Automation| Front end| PDF| Django| Machine learning| Javascript| Python| CSS3,Software Developer,23676
 bpo| non voice process| chat process| mnc| voice process| kpo| ites| call center| aegis| ibm| hcl| wipro| FRESHER| Dell| SITEL| tcs| accenture| Customer Service,Associate/Senior Associate -(NonTechnical),23677
 foundry| web services| unit testing| sonar| microservices| coding| design| cube| mongodb| postgres| azure| rest| designer| .net| developer| angularjs| aws,Software Developer,23678
 Business process| Statistical process control| Excel| Business analysis| Process documentation| Reconciliation| Supply chain operations| Service operations,Fresher,23679
SAN| Front end| GIT| Symfony| Coding| MySQL| PHP| CakePHP| Zend| CSS3,Software Developer,23681
 coordination| documentation| record keeping| dispatch| forms| registration| scanning| back office operations| mis preparation,Fresher,23682
 IT services| Business process| Automation| Front end| Testing tools| Consulting| Performance testing| Healthcare| Selenium| Python,Team Lead/Technical Lead,23683
 ASP.Net MVC| WCF| WPF| C#| LINQ| SQL Server| Entity Framework| ADO.Net| TFS| TDD,Software Developer,23684
 ASIC| PMP| System engineering| VLSI| Project management| SOC| Electronics| microsoft| Monitoring| silicon validation,Program Manager,23685
 bpo| college| st| call centre| international bpo| university| call center| st.| fresher| voice process| international voice process| lead generation| outbound| uk shift| cbse,Associate/Senior Associate -(NonTechnical),23686
 Security Analysis| Data Processing| IT Security,System Security,23687
 C| Networking| Accounts finalisation| Hardware| Accounts Executive| CCTV| Machinery| Business Executive| Inventory,Sales Executive/Officer,23688
 Retail| MS Office| sql server| SQL,Software Developer,23689
 Teaching| Education| Lecturer| Professor| Trainer| Tutor| Teachers| Arts| Music,Lecturer/Professor,23690
 Computer science| Version control| Debugging| Disaster recovery| Agile| Healthcare| Life sciences| Informatica| Unit testing| Financial services,Software Developer,23691
 MS SQL| jQuery| Debugging| Performance testing| Workflow| HTML| WCF| MVC| Visual Studio| Ajax,Software Developer,23692
 SQL| Javascript| Python| human capital| Advanced Java| Station| Banking,Software Developer,23693
 revenue generation| client handling| sales business development| real estate| Client Servicing| business development executive| business development management| business development| bdm| business development manager| sales| corporate strategy,Sales/Business Development Manager,23694
 term loan| fx| foreign exchange| trade| treasury| sme| Working Capital| asset| Current Account,Sales/Business Development Manager,23695
 New Zealand| Performance Testing| Reliability Testing| Application Architecture| Software Testing| Test Analysis| Employee Benefits| Senior Management| Career Development| JMeter,Testing Engineer,23696
 Customer Care Executive| Customer Support Executive,Associate/Senior Associate -(NonTechnical),23697
 Angularjs| Java| CSS| Ionic Framework| HTML| JQuery| Spring| MySQL| Javascript| Bootstrap| MongoDB| React.Js,Software Developer,23698
ITP|KOFAx|CCM,Software Developer,23699
 Cold calling| Outbound| Lead generation| Outbound sales| Sales Executive| Inside sales,Telesales/Telemarketing Executive/Officer,23700
 Business process| Coding| Programming| Outsourcing| Business intelligence| Cosmos| Operations| Analytics| Analysis services| SQL,Software Developer,23701
 Food| Sales| Business Operations| Customer Service,Restaurant Manager,23702
 IOS| Mobile Development| mobile application| Ios Development,Software Developer,23703
 biotechnology| biology| gnm| bpt| Physiotherapy| microbiology| botany| biomedical| Life Sciences| medical coding| bsc| Nursing| Pharmacy| medical coder| biochemistry| staff nurse| msc| zoology,Medical Officer,23704
Jenkins| Java| Docker| Design Patterns| J2EE| Spring Boot| Webservices| Data Structure,Team Lead/Technical Lead,23705
 hadoop| hive| mapreduce| core java| elastic search| hbase| sql| Java| Angularjs,Software Developer,23706
 sales executive activities| new product| mr| Medical Devices| Pharmaceutical Sales| medical sales| medical marketing,Sales Executive/Officer,23707
 Writing Test Cases| Web Technologies| Database Testing| Agile| SQL Queries| Test Management| Test Scenarios| Scrum| Selenium| Test Scripts,Testing Engineer,23708
 Configuration Management| TFS| Build Management| Continuous Integration| Team Foundation Server| Bamboo| Release Management,System Security,23709
 pediatrics| dch| dnb,Pediatrician,23710
 CV| Typing| Mail| mbbs| DNB| Time| Managing Director,Pediatrician,23711
 Recruitment Management,Pay Roll/Compensation Manager,23712
 CSS| jQuery| Wordpress| Javascript| Programming| PHP| Core PHP| Ajax,Software Developer,23713
 digital marketing| analytics| editorial| marketing| sem| case studies| seo| social media| internal communication| articles,Corporate Communication Executive,23714
 Project sales| French| Executive| Pumps| Electrical installation| Site execution| German| Spanish| Japanese,Head/VP/GM/National Manager -Sales,23715
 Structured products| Stress testing| Operations research| Automation| Team management| Wealth management| Fixed income| Manager Quality Control| Risk management| Financial services,Analyst,23716
 Retail Sales| Store Sales| Sales| Cross Selling| Up Selling| Store Supervisor| Merchandising| Fashion Consultant,Retail Store Manager,23717
 medical coding| coder,Medical Officer,23718
 SEBI| Secretarial Activities| Compliance,Company Secretary,23719
 Letter of credit,Outside Consultant,23720
 Content management| French| Team management| Social media| Market research| Content writing| SEM| Web designing| SEO| CRM,Marketing Manager,23721
 Opencart| MySQL| Wordpress| Magento| Javascript| PHP| CakePHP| Zend| Joomla| Codeigniter,Software Developer,23722
 Computer science| Multithreading| Coding| development| android| mobile| specification| ios| quality| Code review| cloud| database| GIT| java| bsc| application| Memory management| SQLite| Android SDK| msc| Object oriented programming| programming| applications,Software Developer,23723
 cable| LAN| WAN| TCP| IP| Networking| Structured Cabling| network designs| Autocad,Design Engineer,23724
 Team Handling| Big Data| Advanced Excel| HLOOKUP| MIS Reporting| US Staffing| Communication Skills| Excel| VBA| MS Access| VLOOKUP| Datastage| Pivot| MIS excel,Other,23725
 Warehouse| Warehouse Operations| logistics operations| Inbound Logistics,Warehouse Manager,23726
 Javascript| MS CRM| C#| .Net| C#.Net| Technical Skills,Software Developer,23728
 BPO| Blended Process| Communication Skills| Backend| Excel| Web Technologies| KPO| MS Office| Verbal Communication| Internet Searching,Associate/Senior Associate -(NonTechnical),23729
 money transfer| field marketing| target marketing| channel sales| team handling| remittances| retail sales| Revenue Generation| field sales| sales management| kyc| pos| distribution network| distribution management| reporting| direct sales,Area Sales Manager,23730
 revenue generation| sales head| facility services| facility management| business development management| business development| new business development| corporate sales| sales| direct sales,Sales/Business Development Manager,23731
 nutraceuticals| Sales| Sales Executive,Sales Executive/Officer,23732
 PHP| HTML| MySQL| Web services| jQuery| GIT| heroku| SVN| AWS| Zend framework,Software Developer,23733
 Sales Head| Diagnostics| Education| Check| Medical| Image| Corporate Sales Executive,Sales Executive/Officer,23734
 Product management| Publishing| Test scripts| Testing tools| Test management| Analytical| test driven development| Unit testing| Information technology| Agile testing,Team Lead/Technical Lead,23735
 medical equipment| region| service engineering| laser| Field Service| Installation| Maintenance| Customer| Medical Device,Service/Maintenance Engineer,23736
adam|Clinical SAS Programmer|hiring|business process management|statistal senior analyst|cdisc|statistal analyst|sas programming|Clinical Statististical|Clinical SAS Programming|sdtm|statistal programmer,Software Developer,23737
Spring Mvc| Hibernate| Struts| Wicket| IOC| J2Ee| Core Java| JSP| JMX| JDBC,Software Developer,23738
 Attention to detail. Good analyticalskills| well-structured and organised working style. In-depth knowledge and understanding of systems and processes Independent personality. Can draw his own conclusions and defend his pos,Audit Manager,23740
 PCB Designing| Microcontroller| RF Design| Embedded Systems| Embedded Development| ARM,Design Engineer,23741
 Analytical skills| Secretarial activities| Effective Communication| Service tax| TDS| Excel| Income tax| NGO| VAT,Accounts Executive/Accountant,23742
 ma english| ba english| Communication Skills| Strong Communication Skills| Grammar,Soft Skills Trainer,23743
 qa| Post Production| quality control| video production| pre production,Trainee,23744
 clinical trial| ICH - GCP Guidelines| clinical research| Pharmacy| Pharma,Clinical Researcher,23745
 Client Management| Client Relationships| Account Management| Recruitment| Talent Acquisition,Recruitment Executive,23746
 data entry| computer operating| calling| customer care| customer support| customer care executive| computer operator| back office| back office executive| data entry operator| typing| deo| fresher,HR Manager,23748
 Media Sales| Sales| Business Development| Space Selling| Competition Mapping| space marketing| media marketing,Direct Marketing Executive,23749
 Front End| Web Technologies| Javascript| React.Js| Web Development,Software Developer,23750
 HNI| Life Insurance| Regional Manager| area manager| area sales manager| learning| training| Zonal| zonal manager| Agency Sales| Development| Training Management,Regional Manager,23751
 Javascript| Ajax| Project management| Web development| Front end| Social media| Computer science| Email marketing| Product marketing| Software development methodologies| development| design| technical| software| application| email| level| web| quality,Software Developer,23752
 Salary| Policy Formulation| PMS| Human Resource Management| HR| Hrbp| Statutory Compliance| Senior Management| KRA| Payroll Processing,HR Business Partner,23754
 C#| Azure| LINQ| Node Js| .NET| MongoDB| MVC| AWS| ASP,Software Developer,23755
 ASP.Net,Software Developer,23756
Java| Hibernate| Rest| SCALA| Big Data| J2Ee| Spark| Spring| Python,Software Developer,23757
 C#| Dot Net| OOPS| MVC| Design Pattern,Software Developer,23758
 Eclipse| Core Java| Linux| rest| Tomcat| Windows OS| development| c| JNI| VMware Vsphere| Debugging| Apache| JIRA| windows| java| api,Software Developer,23760
 Field Sales| Marketing Planning| Sales Promotion| Inside Sales| Prospecting| Territory Management| Branding| Accounting| Selling| Account Management| Medical Devices| Medical Equipment,Sales/Business Development Manager,23761
